DATE_KEY	PRODUCT_TITLE	MAJOR_GENRE_DESC	CUSTOMER_NAME	COUNTRY_CODE	TOTAL_STREAMS
2022-01-25	GHOST TOWN	Pop	Spotify	GT	231
2022-01-20	GHOST TOWN	Pop	Spotify	BT	52
2022-01-26	GHOST TOWN	Singer/Songwriter	Spotify	TR	3
2022-01-26	GHOST TOWN	Singer/Songwriter	Spotify	ES	13
2022-01-22	GHOST TOWN	Singer/Songwriter	Spotify	DK	33
2022-01-27	GHOST TOWN	Pop	Spotify	TT	115
2022-01-27	GHOST TOWN	Pop	Spotify	NZ	7379
2022-01-27	GHOST TOWN	Pop	Spotify	VE	91
2022-01-27	GHOST TOWN	Pop	Spotify	SI	296
2022-01-27	GHOST TOWN	Singer/Songwriter	Spotify	PK	23
2022-01-28	GHOST TOWN	Pop	Spotify	SE	48309
2022-01-28	GHOST TOWN	Pop	Spotify	FR	53080
2022-01-26	GHOST TOWN	Singer/Songwriter	Spotify	BO	1
2022-01-27	GHOST TOWN	Singer/Songwriter	Spotify	TT	1
2022-01-13	GHOST TOWN	Pop	Spotify	AZ	50
2022-01-13	GHOST TOWN	Pop	Spotify	BA	61
2022-01-13	GHOST TOWN	Pop	Spotify	MC	9
2022-01-29	GHOST TOWN	Pop	Spotify	IE	3882
2022-01-29	GHOST TOWN	Singer/Songwriter	Spotify	NO	75
2022-01-28	GHOST TOWN	Pop	Spotify	BY	67
2022-01-08	GHOST TOWN	Singer/Songwriter	Spotify	SV	1
2022-01-31	GHOST TOWN	Pop	Spotify	BR	4194
2022-02-01	GHOST TOWN	Pop	Spotify	PE	301
2022-02-01	GHOST TOWN	Pop	Spotify	BR	4706
2022-02-01	GHOST TOWN	Pop	Spotify	AZ	28
2022-02-01	GHOST TOWN	Singer/Songwriter	Spotify	SA	6
2022-02-01	GHOST TOWN	Singer/Songwriter	Spotify	SB	2
2022-01-31	GHOST TOWN	Pop	Spotify	PG	11
2022-01-30	GHOST TOWN	Pop	Spotify	CI	9
2022-01-31	GHOST TOWN	Pop	Spotify	PL	5479
2022-01-30	GHOST TOWN	Pop	Spotify	KZ	72
2022-01-30	GHOST TOWN	Singer/Songwriter	Spotify	LB	2
2022-01-30	GHOST TOWN	Pop	Spotify	LI	13
2022-02-02	GHOST TOWN	Singer/Songwriter	Spotify	PT	20
2022-02-02	GHOST TOWN	Singer/Songwriter	Spotify	NP	1
2022-02-02	GHOST TOWN	Pop	Spotify	CZ	2047
2022-01-30	GHOST TOWN	Pop	Spotify	SR	16
2022-02-03	GHOST TOWN	Singer/Songwriter	Spotify	FR	52
2022-01-19	GHOST TOWN	Pop	Spotify	BO	97
2022-02-05	GHOST TOWN	Pop	Spotify	NL	63390
2022-02-04	GHOST TOWN	Pop	Spotify	ME	12
2022-02-04	GHOST TOWN	Pop	Spotify	MG	7
2022-02-04	GHOST TOWN	Pop	Spotify	MO	10
2022-02-06	GHOST TOWN	Singer/Songwriter	Spotify	BR	5
2022-01-28	GHOST TOWN	Pop	Spotify	SA	447
2022-02-03	GHOST TOWN	Pop	Spotify	RS	98
2022-02-05	GHOST TOWN	Pop	Spotify	IL	638
2022-02-03	GHOST TOWN	Pop	Spotify	HT	22
2022-02-07	GHOST TOWN	Singer/Songwriter	Spotify	PL	15
2022-01-21	GHOST TOWN	Pop	Spotify	VN	801
2022-01-30	GHOST TOWN	Pop	Spotify	PH	9285
2022-01-30	GHOST TOWN	Singer/Songwriter	Spotify	PH	44
2022-02-08	GHOST TOWN	Pop	Spotify	NO	35239
2022-02-06	GHOST TOWN	Pop	Spotify	AL	51
2022-02-08	GHOST TOWN	Singer/Songwriter	Spotify	EE	3
2022-02-08	GHOST TOWN	Singer/Songwriter	Spotify	DZ	1
2022-02-09	GHOST TOWN	Pop	Spotify	US	130783
2022-02-09	GHOST TOWN	Singer/Songwriter	Spotify	PK	2
2022-02-09	GHOST TOWN	Pop	Spotify	CZ	1899
2022-01-09	GHOST TOWN	Pop	Spotify	LB	122
2022-01-09	GHOST TOWN	Pop	Spotify	HN	78
2022-01-14	GHOST TOWN	Singer/Songwriter	Spotify	MY	3
2022-01-17	GHOST TOWN	Pop	Spotify	BA	51
2022-01-18	GHOST TOWN	Pop	Spotify	VE	105
2022-01-22	GHOST TOWN	Pop	Spotify	PL	4933
2022-01-20	GHOST TOWN	Singer/Songwriter	Spotify	JO	2
2022-01-27	GHOST TOWN	Singer/Songwriter	Spotify	RU	2
2022-01-27	GHOST TOWN	Pop	Spotify	SK	741
2022-01-29	GHOST TOWN	Pop	Spotify	NG	487
2022-01-30	GHOST TOWN	Pop	Spotify	HR	226
2022-02-05	GHOST TOWN	Singer/Songwriter	Spotify	JP	1
2022-02-07	GHOST TOWN	Singer/Songwriter	Spotify	DK	31
2022-02-06	GHOST TOWN	Pop	Spotify	AZ	33
2022-01-31	GHOST TOWN	Singer/Songwriter	Spotify	RU	1
2022-01-04	GHOST TOWN	Pop	Spotify	GT	362
2022-01-05	GHOST TOWN	Pop	Spotify	GA	13
2022-01-06	GHOST TOWN	Pop	Spotify	CO	914
2022-01-07	GHOST TOWN	Pop	Spotify	DZ	157
2022-01-07	GHOST TOWN	Pop	Spotify	VC	7
2022-01-07	GHOST TOWN	Singer/Songwriter	Spotify	RU	3
2022-01-07	GHOST TOWN	Pop	Spotify	AE	778
2022-01-07	GHOST TOWN	Pop	Spotify	AO	18
2022-01-08	GHOST TOWN	Pop	Spotify	NG	476
2022-01-08	GHOST TOWN	Singer/Songwriter	Spotify	NG	1
2022-01-08	GHOST TOWN	Pop	Spotify	UZ	47
2022-01-08	GHOST TOWN	Singer/Songwriter	Spotify	IE	69
2022-01-08	GHOST TOWN	Pop	Spotify	QA	107
2022-01-09	GHOST TOWN	Pop	Spotify	PL	5191
2022-01-06	GHOST TOWN	Singer/Songwriter	Spotify	TW	2
2022-01-11	GHOST TOWN	Pop	Spotify	UA	364
2022-01-06	GHOST TOWN	Pop	Spotify	QA	237
2022-01-09	GHOST TOWN	Pop	Spotify	AE	533
2022-01-09	GHOST TOWN	Pop	Spotify	AL	57
2022-01-06	GHOST TOWN	Pop	Spotify	TT	138
2022-01-11	GHOST TOWN	Pop	Spotify	NG	474
